Date,Post Text
2024-05-10,"#freshershiring🚀 Join Our Team as a Business Development Associate! 🚀Are you ready to kickstart an exciting career in sales? We're hiring Business Development Associates who are passionate about making outbound calls, driving revenue, and hitting targets!Roles and Responsibilities:* Conduct outbound calling to pitch our product* Drive revenue generation for the company* Achieve sales targets with finesseRequirements:* Exceptional communication skills* Access to a laptop and stable internet connection* Convincing prowess that stands out* Street-smart attitude that gets the job done.Training Period: 1 monthStipend: ₹21,428Post-Training Package:CTC: ₹4 LPA fixed + ₹2.4 LPA variableJoin us and unlock a world of opportunities! Don't miss out on this chance to grow your career with us.#SalesOpportunity #SalesCareers #JobInterviews #SalesJobs #CareerGrowth #EdTechJobs #Incentives #RewardsAndRecognition #BDASales #PublicSpeakers #PublicSpeaking #CommunicationSkills #PresentationSkills #InterpersonalSkills #Leadership #Targets #Counseling



…see more"
2024-05-10,"Hello #connections, Greetings for the day!!   *********Urgent Requirement********* 1. Position: Junior. Java Developer - (Onsite) Location: (Charlotte, NC ) (L1 and Final round will be F2F) #localcandidates needed only.  2. Position: Linux Engineer -Location: Canada - (Remote)  Please share profiles on #gayatri.choudhary@intellyk.com #requirements #c2crequirements #linkedin #hiring #w2jobs #c2cjobs #c2c #vendorlist #usa #benchsales #benchsalesrecruiters #directclients #requirements #contracttohire #recruiters #c2chiring #c2croles #c2creqs #c2cvendors #c2cvendorlist #c2cconsultants #benchmarketing #c2crequirements #c2cjobs #itstaffing #usjobs #vendorlists #corp2corp #itjobs #directclient #c2c #hotlist #vendorlist #sales #comment #c2crequirements #c2cvendors #c2cusajobs #c2crequirement  Abhijeet Raha Leo Peter Rashmi Malhotra (EMA)



…see more"
2024-05-10,"Dear Bench sales Recruiters,We have an urgent Requirements with one of our clients. requesting you to please go through the job Role and Send me your Resume ASAP.Job - AWS Infra+Devops engineerLocation: North Carolina -Raleigh(Onsite)JD:having an experience of managing configuring cloud implementation project.AWS Infra·        Terraform experience is must for building the infrastructure.·        AWS ECS, EKS, ECR Hands on experience is required.·        AWS FIPS endpoints experience/knowledge with hands on implementation·       ·        Argo CD (who can build, automate, install and configure Argo CD with EKS cluster (Continuous deployment) on aws in each environment to scale/deploy application code on EKS cluster using #Argo CD deployments and integrate with Jenkins. ·        Experience in working with team and understand requirement to build CICD pipeline and #AgroCD pipelines.Piyush KumarPiyush.kumar@siriinfo.com#AWSInfra #Devops #Engineer #NorthCarolina #Onsite #NC #Contract #Urgentrequirement #C2C #Raleigh



…see more"
2024-05-10,"Hi Connections We have an opening for the below requirement. Job Title: Senior Sales ExecutiveExperience : 2+ yrs Notice Period : 15 daysLocation : Hyderabad, Vizag, Khammam, Warangal References are highly appreciated.Interested candidates can share your resumes to recruitment@bondada.net



…see more"
2024-05-10,"Hi LinkedIn Community,We have new job opening at Splisys IT Consulting Pvt. Ltd for SAP SALES.Availability- Immediate to 45 daysExperience- 5+ YearsLocation- NoidaRequirements: • Bachelor's degree in Business, IT, or related field. • In-depth knowledge of the SAP market, including products and services.• Proven track record of achieving sales targets. • Excellent verbal and written communication skills. • Highly organized with strong attention to detail. • Ability to work independently and as part of a team.  • Ability to travel as needed.Interested candidates can share their resume at anjali@splisys.com.Feel free to share this post with anyone in your network who might be a great fit.



…see more"
2024-05-10,"Join Us: Senior Marketing & Sales Head Role at Pragya Jewels !Exciting opportunity for a Senior Marketing & Sales Head at Pragya Jewels ,located in Charni Road, Mumbai. Lead marketing strategies, drive sales  growth, and collaborate cross-functionally in the luxury jewellery industry.Requirements:- Bachelor's degree in Marketing, Business Administration, or related field.- Minimum 5 years of experience in both marketing and sales, preferably in the luxury goods or jewellery industry.- Proven track record of exceeding sales targets and developing effective sales strategies.- Strong leadership skills with the ability to inspire and motivate a sales team.- Strategic thinker with excellent communication and negotiation skills.- Established contacts and networks within the jewellery market.Interested? Dm us your resume.TIA.Parshvi Shah



…see more"
2024-05-10,"Urgent Requirement  Inside Sales Executive   Location:-Jaipur Experience: - 0 years to 5 Years  CTC: - 12k To 30K.Benefit- ESIC PF & other   Job Description:- Inside Sales Executive Responsibilities maintaining long-lasting relationships with existing customers through exceptional after-sales service. Actively sourcing new sales opportunities through cold-calling and emailing. Developing in-depth knowledge of product features and benefits. Processing customers' purchase orders and liaising with the logistics department to ensure the timely delivery of ordered products. Advising customers on suitable product selection based on their needs and specifications. • Creating a sales pipeline to accurately reflect the relative placement of sales prospects in the purchasing process. Following up on sales inquiries that are made by potential customers through whatsaap chats and inbound calls.  Interested Candidate share your updated resume. Email- hrcallthedoc@gmail.com,  hr@callthedoc.in Whatsaap- 9358833443



…see more"
2024-05-10,"We are Hiring for Sales Associate role!!!! Roles and responsibilities:1) Give outbound calling and pitch the product2) Generate revenue for the company3) Achieve TargetRequirements:-1) Excellent communication2) Laptop and stable internet3) Good convincing skill4) Street smartTraining period:- 1monthStipend- ₹21428After training CTC will be 4 LPA fixed + 2.4LPA variable #salesopportunity #salescareers #jobinterviews #salesjobs #careergrowth #edtechjobs #incentives #rewardsandrecognition #bdasales #publicspeakers #publicspeaking #communicationskills #presentationskills #interpersonalskills #leadership #targets #counseling Swati Chaudhary Deepti Y. Kiran Mishra Mahwish Khanam Anirudh Tiwari Karandeep singh Sankalp Sharma Vinayak Bhat Sheen Vishen Shubham Sandhan Nitish Bhardwaj Akeel Javaid Farhan Ahmad Junaid Shaikh 



…see more"
2024-05-10,"#Printing #Packaging #SalesandMarketing#BusinessdevelopmentUrgent requirement for the Position of Key Account Manager( Sales & Marketing) for a Japanese MNC plant.Location.         :-  PuneSalary.             :-  Upto 10 Lac/AExperience.     :- 5+ yearsQualification.  :-  Btech/MBAIndustry.          :-  Corrugated Packaging Department.   :-  Sales & MarketingRoles & Responsibilities:-Can Develop New clientsFollow up with existing customersSound Market NetworkingNote:- Candidate must be currently working in Packaging industry. Interested Candidates must share their cv at this mentioned mail I'd. or WhatsApp no.Email id :- eaglemindvision@gmail.comWhatsApp No:- 8307706864Reach out:Nidhi Punia 🦅 



…see more"
2024-05-10,"Hello Connections!!!Hiring for International sales and customer servicesLocation: Thane Salary : 35 K CTC ( Open for negotiation) Requirement: HSC/Graduate with 6 months of international voice experience Mode of interview: F2F Shift time: US shift 5 days working with Saturday Sunday fixed off Interested candidates can send their cv on 9172580911 mrunal.kadam@impact-infotech.com



…see more"
2024-05-10,"🚀Opportunity Alert..Join my Team as a Program Advisor! 💼Are you a go-getter with a knack for sales and a hunger for growth? Look no further!🔍 **About the Role:**As a Program Advisor, you'll be at the forefront of our online vertical, helping to drive sales and support the growth of our programs. Whether you're a seasoned professional or just starting your career journey, we welcome individuals with 0-3 years of experience to apply.💡 **Why Join Us?**- Competitive compensation package- Dynamic and collaborative team environment- Opportunity for professional development and growth- Make a real impact in the online education space🌟 **Requirements:**- Strong selling skills- Growth mindset- Excellent communication skills- Passion for the online industryLocation - Mumbai - Lower parel (Work from office)If you're ready to take your career to new heights and be part of an innovative team, we want to hear from you! Send your resume at ishwar.sarvade@yangpoo.comDon't miss out on this opportunity to grow with us! #hiring #programadvisor #sales #growthmindset #onlineverticalBhavesh Gandhi Rohit Khemchandani Aniket Chaudhary Dr. Samir Karkhanis Kaustubh Chemburkar Nikita Fernandes Anita Kundhadiya 



…see more"
2024-05-10,"Dear Connections,Currently, We are hiring for the position “SAP Consultant”.Mode: WFO (5 Days)Interview Mode: Virtual Requirements :Should have Exposure to SAP S/4HANA Implementation & Support ProjectsHave Knowledge of SAP S/4HANA Sales (SAP SD) module with Integration Knowledge on SAP MM, PS and FI.Having knowledge on SAP CS : Warranty, Service Notification, Service Order, Repair Sales order, DIP profile, Resource related Billing, Onsite Repair, In-House Repair, Depot Repair is ideal Candidate for this profile.Experience in driving and executing the design/process workshops & excellent client interaction skills.Qualifications :4 to 5 years of relevant SAP CS/PM experience.Minimum 4 full life cycle implementations of SAP S/4HANASAP Certification in SAP S/4HANA is a mustMaster’s degree in a related field preferred.Preference would be someone who came from industry domain background  Email – vaibhav.jha@growcite.in#urgenthiring #sap #Bangalore #wfo #Immediatehiring #jobs #experienced



…see more"
2024-05-10,"_Urgent Requirement for a reputed Real Estate Mandate firm in Andheri_Job Location: Andheri (E)Job title: Assistant Manager Sales (Real Estate)Salary Budget: Upto 10 LPA (Basis last drawn only) Benefits: Provident Fund, Health Insurance and monthly IncentivesShift: Dayshift;Monday to Friday ->10:00 am to 6:30 pmSaturday -> 10:00 am to 4:00 pm*ALL SUNDAY'S FIXED WEEKOFF**_Qualification and Requirements_*~Graduate/Post Graduate or Equivalent ~HSC Acceptable for candidates who have strong sales skills and experience ~ Excellent Communication skills in English ~ 4 + years of experience in sales (Real Estate will be added advantage)_*Role & Responsibilities*_ ●Generate leads through various sources designed by the Company and other activities●Handle Clients queries and their requirements●Proper communication with clients●Provide Market research and analysis for existing and upcoming real estate development●Keeping update of existing and new Laws related to property dealing and real estate Market●Market Commercial properties and projects●Database management related to Clients and Properties●Report on the deals under various stages of progress with their status._*Looking for Immediate Joiners*_Please connect with me on 9619513814  via whatsapp or email resume at jobs@hnhplacement.com



…see more"
2024-05-10,"#AutoDukan#Urgent #opening for #fresher for #SalesBackendsupport #puneAttend Calls From Customers/PoSP s And Deal With Their Queries And RequirementsGather Sales Information And Put It Into An Easily Readable FormatFollow Up With Customer/PoSP s To Make Sure That They Are Satisfied With A Particular ProductMakes Sure That Salespersons Are On Track With Sales GoalsProvide Necessary Data Or Report To The Sales TeamSchedule Appointments With Clients / PoSP s And The Sales TeamRole: Sales Support & Operations - OtherIndustry Type: #Automobile#Education -#BE #Mechanical #Automobile #FresherInterested candidate please share CV hr@autodukan.com 



…see more"
2024-05-10,"Hello, LinkedIn communityTO THE NEW is seeking a seasoned Sales Leader with extensive experience in the M&E Industry. The ideal candidate should have a background in an IT Services Organization with Media & Entertainment as a primary or key focus area.Key Requirements:- Minimum 8 years of relevant work experience- Skills in the OTT industry and high-level OTT value chain- Experience in the US MarketJob Location: New York, United StatesWork Mode: RemoteIf interested, please refer to the JD in the job post below to apply or reach out to anjali.gurwani@tothenew.com.We value your professional network; feel free to recommend any suitable candidates for this opportunity.#sales #Internationalsales #Newbusiness #Newbusinessdevelopment #ott #MEDIA #ENTERTAINMENT #Hunting #SolutionSales #consultativeselling 



…see more"
2024-05-10,"URGENTLY REQUIREDSales Professional- Edtech IndustryLocation: Sambalpur/Bhilai/Jamshedpur/Kolkata/Patna/Allahabad/Varanasi/Siliguri/Dimapur/Tezpur/BhagalpurExperience: 2-5 years (Freshers can also apply)Job Description:We are seeking a dynamic and results-driven Sales Professional to join our team in above location. The ideal candidate should have 5-6 years of experience in sales, preferably within the education industry. Freshers with a passion for sales are also encouraged to apply.Requirements & Responsibilities:Achieve Sales Targets: Meet and exceed monthly, quarterly, and annual sales targets through proactive selling and effective communication.Market Research: Conduct market research to identify potential clients and evaluate market trends to develop effective sales strategies.Client Relationship Management: Build and maintain strong relationships with clients, addressing their needs and providing excellent customer service.Product Knowledge: Develop in-depth knowledge of our education products and services to effectively communicate their value to potential clients.Lead Generation: Generate leads through various channels, including cold calling, networking, and participation in industry events.Sales Presentations: Conduct compelling presentations to showcase our products and services, addressing client needs and concerns.Communication Skills: Excellent verbal and written communication skills to effectively convey product features and benefits.Negotiation Skills: Strong negotiation skills to close deals and secure mutually beneficial agreements.Target Orientation: Demonstrated ability to work towards and achieve sales targets consistently.Adaptability: Ability to adapt to changing market conditions and customer preferences.Networking: Strong networking skills to build and maintain relationships within the education sector.Education: Bachelor's degree, MBA, or a related field.If you are a motivated individual with a passion for sales and a background in the education industry, we invite you to apply. Please submit your resume and a cover letter detailing your relevant experience and achievements at manmohanl@nexteducation.in



…see more"
2024-05-10,"Hello Recruiter, We currently working on both contract and contract-hire Below is the list of my genuine consultants that are aggressively looking for new opportunities. Share with me the requirements so that we can close them easily. currently I have only 1. Java full stack developer 2. Devop Engineer3. Data Analyst4. Data Engineer5. .Net developer6. Python developer7. SQL8. Business Analyst9. UI/UX(Note : Don't send a resume to my mail . I have Candidates on above technologies (I'm a Bench Sales Recruiter ) I need Requirements for above Technologies .)Please let me know if you have any questions. Thanks,Roy MillerSr bench sales recruiter at ZenspaceIT LLC.Email - roy@zenspaceit.comContact - +1 (910) 974-8267 EXT 906



…see more"
2024-05-10,"Hi AllURGENT OPENINGS !!!!POSITION:REGIONAL MANAGER FOR HIGH END LUXURY RETAIL DEALING IN CASUAL WEARLOCATION: SOUTH AND WESTPACKAGE: 18 TO 20 LAC PAResponsibilities:	1.	Lead and oversee the performance of multiple stores within a designated region, ensuring alignment with company objectives and standards.	2.	Develop and execute regional strategies to drive sales, profitability, and customer satisfaction across all stores.	3.	Provide leadership, guidance, and support to store managers and their teams, fostering a culture of excellence and accountability.	4.	Conduct regular store visits to assess operational efficiency, customer service levels, and adherence to company policies and procedures.	5.	Analyze sales data, KPIs, and market trends to identify opportunities for growth and improvement within the region.	6.	Collaborate with store managers to develop and implement action plans to address performance gaps and maximize sales potential.	7.	Monitor inventory levels, stock movement, and product assortment within the region, coordinating with merchandising and inventory management teams as needed.	8.	Act as a liaison between corporate headquarters and stores within the region, communicating key initiatives, promotions, and operational updates.	9.	Lead by example, demonstrating professionalism, integrity, and a customer-centric mindset in all interactions.	10.	Stay informed about industry trends, competitor activities, and market developments, providing insights and recommendations for strategic decision-making.Requirements:	1.	Proven experience in a regional management or multi-unit leadership role within the retail industry.	2.	Strong leadership and management skills, with the ability to inspire and motivate teams to achieve results.	3.	Excellent analytical and problem-solving abilities, with a data-driven approach to decision-making.	4.	Effective communication and interpersonal skills, with the ability to build and maintain relationships at all levels of the organization.	5.	Results-oriented mindset, with a track record of driving sales and profitability in a retail environment.	6.	Bachelor’s degree in Business Administration, Retail Management, or a related field preferred.	7.	Availability to travel within the designated region as needed.Interested candidates can get in touch on 9836316000 or



…see more"
2024-05-10,"Hi Everyone Justdial is hiring for the various Field Sales positions.• Manager/Assistant Manager - Field Sales(B2B & B2C)  Location - Udaipur • Business Development Executive - Field Sales(B2B & B2C) Location - Jaipur, Jodhpur and Udaipur.RequirementsFresher/ Experience both can apply Preferred Industry - E Commarce/Internet CTC Range - 3 LPA - 6 LPAImmediate joinersBenefits/Perks Impressive Inventive policy Health Insurance Best career growth in the market Interested candidates please share your resume on tarun.shekhawat@justdial.com or else can directly approach Tarun Shekhawat Pankaj Bisht Himanshu Mathur #jobs #career #jaipur #udaipur #fieldsales #market #sales #growth #salary #ecommarce #salesjobs #opportunity #role #positions #jobopening #hiring



…see more"
2024-05-10,"Hello Bench sales recruiters/Connsultants.We have urgent requirement see below.Requirement  : JDE EnterpriseOne 9.2 Manufacturing Functional ConsultantDuration       : 6 Months – 1 YearLocation       : Bolingbrook, IL, Need to work Onsite.if you have any resumes contact me : 609 400 0341 or mail me: rvelamala@pentafourgroup.com



…see more"
2024-05-10,"A Digital Marketing Company is seeking a motivated and experienced Business Development Executive.Generate business via portals like LinkedIn and Website Leads. Explore and develop new business opportunities and understand client's requirement. Bringing new projects through bidding, Client communication, Proposal writing.6 Days workingJob Type: WFH*Required Candidate profile** Min 6 months - Max 2 Year experienced in IT / Digital Marketing Industry.* Manage Website Leads and Generate Business via LinkedIn and Other Platforms.* Ability to create compelling cold email campaigns and generate consistent leads.* Strong follow-up skills via email, phone, or other channels.* Excellent oral and written English communication.* Proactive in maintaining records and following up with leads/customers.* Good Communication skills* Bidding knowledge ,Technical knowledge and Negotiation quality.*What you will do** Familiar with our services offered by our company.* Handling all our current clients, website leads and LinkedIn Sales navigator.* Drafting business proposal and send it to the client in best way.* Maintain a detailed record of leads and customers, following up regularly for new projects.* Create engaging cold email campaigns to consistently generate leads.* Implement effective follow-up strategies via email or phone to engage prospective leads.* Negotiating with clients to secure the most attractive prices.* Develop good relationship with current and potential clients.* Reviewing client’s feedback and implement necessary changes.* Candidate must gain knowledge of Digital Marketing.* Equipping staff with technical and social skill to need to enhance sales.



…see more"
2024-05-10,"I have compiled some Power BI Questionsbased on my own experience and discussed with the hiring managers. Here is the break down:𝐒𝐜𝐞𝐧𝐚𝐫𝐢𝐨-𝐁𝐚𝐬𝐞𝐝 𝐐𝐮𝐞𝐬𝐭𝐢𝐨𝐧𝐬:𝐒𝐜𝐞𝐧𝐚𝐫𝐢𝐨 1: Data Modeling for Sales Analysis:Design a Power BI report to analyze sales performance across regions with varying levels of granularity.𝐒𝐜𝐞𝐧𝐚𝐫𝐢𝐨 2: Year-over-Year Growth Visualization:Illustrate year-over-year growth in product sales effectively within Power BI.𝐒𝐜𝐞𝐧𝐚𝐫𝐢𝐨 3: Data Cleaning and Transformation:Detail your approach to cleaning and preparing data efficiently in Power BI.𝐒𝐜𝐞𝐧𝐚𝐫𝐢𝐨 4: Real-time Data Integration:Implement and manage live data connections for real-time insights in Power BI reports.𝐒𝐜𝐞𝐧𝐚𝐫𝐢𝐨 5: Performance Optimization:Diagnose and address performance issues to optimize Power BI report loading and refreshing times.𝐁𝐚𝐬𝐢𝐜 𝐏𝐨𝐰𝐞𝐫 𝐁𝐈 𝐂𝐨𝐧𝐜𝐞𝐩𝐭𝐬:1. Can you walk me through your experience with Power BI and how you've used it in your previous roles?2. What are some key benefits of using Power BI for data analysis and visualization?3. Can you explain the difference between Power BI Desktop and Power BI Service?4. How do you handle large datasets in Power BI to ensure optimal performance?5. Have you utilized Power BI's data modeling capabilities in your projects? If so, can you provide an example?6. What strategies do you employ for data cleansing and manipulation in Power BI?7. Can you discuss a challenging data visualization problem you've encountered in Power BI and how you solved it?8. How do you approach creating interactive dashboards in Power BI to meet user requirements?9. Have you worked with Power BI's integration with other Microsoft tools like Excel or SQL Server? If so, can you elaborate on your experience?10. How do you stay updated with new features and updates in Power BI?11. Can you provide an example of a complex calculation you've implemented using DAX in Power BI?12. What are some common pitfalls to avoid when designing Power BI reports and dashboards?13. How do you ensure data security and compliance when working with sensitive data in Power BI?14. Have you worked on any projects involving real-time data streaming in Power BI? If so, how did you set it up?15. Can you discuss a time when you had to troubleshoot and resolve a technical issue in Power BI?#powerbi #dataanalyst #usecases



…see more"
2024-05-10,"**Online Walkin Drive Interview Invitation***Online Interview Invitation, -10th May 2024, 10.30AM via Google Meet https://lnkd.in/dKnED55k *[Details Given in Hindi & English - Must Read Carefully]Dear Job Applicant,Best wishes from NETAPS Foundation Bangalore!First of all thanks for applying for the job in NETAPS Foundation. The job and interview details are given below -Position: Assistant Sales ManagerKey Role: Recruitment Education Career Counseling Admissions & Placements, Promotion of Apprenticeship Degree Programs / Learn & Earn Programs initiated by Central and State Government.Salary Range: 20000-45000 per monthJob Location: Lucknow, Bhopal, Ranchi, Varanasi, Patna, Bhubaneswar, Kolkata and All the Districts of the UP, MP, Bihar, Jharkhand,West Bengal, Sikkim. We are hiring for other Indian States such as-Andhra Pradesh, Arunachal Pradesh, Assam, Bihar, Chhattisgarh, Goa, Gujarat, Haryana, Himachal Pradesh, Jharkhand, Karnataka, Kerala, Madhya Pradesh, Maharashtra, Manipur, Meghalaya, Mizoram, Nagaland, Odisha, Punjab, Rajasthan, Sikkim, Tamil Nadu, Telangana, Tripura, Uttar Pradesh, Uttarakhand, West Bengal( Nearby Districts (Home District of Selected Candidate)Requirements: Own Laptop/Internet1--Job Description Details/Link - Recruitment Education and Career Counseling Specialist, For Freshers to 5 Years Experience Candidateshttps://lnkd.in/gSvXkAUt2--State Manager / Regional Manager/Zonal Manager/District Manager/Block or Tehsil Level Manager, Exp. Job Description Details Link for Candidates with 5 to 25 Years Experience  https://lnkd.in/g4a_7AcaBefore attending interview must fill out and submit the job Application Form?Job Application Form Link: https://lnkd.in/ggambn42""Interview Date:8th May 2024Interview Start Time: 5.30PMInterview Mode: Online via Google MeetInterview Meeting Link:https://lnkd.in/dKnED55kInterview Duration: 2.15 HoursFor interview, training, career updates join WhatsApp  Group:https://lnkd.in/dtvxmTCFJoin Uttar Pradesh Team WhatsApp Group https://lnkd.in/g-J9zxfmImportant Note100% Free JobSit in a quiet place during the interviewMust check the interview connection before joining the interview.For any queries contact on WhatsApp 78925-30528Thanks,HR Team www.netaps.in



…see more"
2024-05-10,"Hi Recruiters, (❌ Not for Bench Sales ❌)Hope you are doing great!!! Please review the #HOTLIST and inform me if there are any new requirements available on a #C2C basis. #HOTLIST #c2chotlist1. #FullStack Java DeveloperExp – 10+ yrsVisa Status – H1B 2. #Java Fullstack DeveloperExp – 9+ yrsVisa Status – H1BPP No - Yes 3. #Bigdata EngineerExp – 10 yrsVisa Status – GC 4. #Power BI DeveloperExp – 9 yrsVisa Status – H4 EAD (Only Remote/Initial remote)PP No - Yes Thanks & Regards, Syam Prasad K, Sr. Bench Sales Recruiter, Desk: +1 (720) 316-0196Direct: +1 (302) 775-7703Email: sam@aatechgroup.comAA TECH GROUP LLC



…see more"
2024-05-10,"Please share profiles to -Pallavi@yochana.com#Kinaxis Solution Architect Job Location: RemoteProject Duration: 6-12 MonthsJob Description:Skills & Experience•        10+ years of experience in #Supply Chain Planning Solutions such as Demand Planning, Supply Planning, S&OP, and the like, with 4+ years of experience in #Kinaxis Rapid Response •        Strong functional and RR analytics knowledge in Demand Planning, Supply & Production Planning, Inventory optimization, Constrained Planning, Sales, and Operations Planning (S&OP).•        Solution Architect for at least two complete Kinaxis RR implementation projects.•        Possess good understanding of Kinaxis Rapid Response data management, data modeling, key control settings and analytics, with the exposure to integrating legacy data, or spreadsheets and data management in Kinaxis Rapid Response.•        Hands-on experience maintaining Kinaxis Solutions & Environments and configuring Workbooks, Worksheets, Reports, Forms and Scripts in Rapid Response based on the solution design requirements.•        Deep knowledge in Kinaxis RR integration with SAP •        Candidates with domain knowledge in #Retail/Wholesale Retail/Manufacturing preferred.•        Demonstrate excellent Business Process knowledge with strong people skills to implement Kinaxis for new and existing businesses and from a Support and Sustenance standpoint.Any prior experience with similar planning applications is a nice to have like SAP IBP, o9, Blue yonder, others



…see more"
2024-05-10,"We have opportunities in Sales Department with Pharmaceutical Industry as per below mentioned.Regional Sales Manager - Mumbai HQArea Sales Manager - Jaipur, Ludhiana HQTherapy Exposure - Dermatology.Bachelor's degree in Pharmacy, Life Sciences, or related field. MBA preferred.Proven track record of success in pharmaceutical sales, with a minimum of 10 years of experience in a managerial or leadership role.Strong understanding of the pharmaceutical industry, including market dynamics, regulatory requirements, and healthcare trends.Excellent leadership, communication, and interpersonal skills, with the ability to inspire and motivate a sales team.We are looking for candidates with relevant experience in terms of therapy and Territory. Candidates currently handling General + Derma segment can be considered.Kindly share your resume at hr@aspireservicesindia.com#Areasalesmanager #asm #firstlinemanager #saleshirings #jaipur #ludhiana #mumbai #pharmaceuticals #pharmahirings



…see more"
2024-05-10,"Job Title: #Academic #Counsellor (Sales).Location: #Gurgaon (Work from Office).Experience required: minimum 6 months in EdTech Sales.About Us:Uptopcareers is a leading EdTech firm specializing in executive education courses forworking professionals. We collaborate with prestigious institutions like IIM and other topbusiness schools to provide high-quality educational offerings.Roles and Responsibilities:1. Conduct tele-counseling sessions to guide participants in making informed decisionsabout our executive courses.2. Understand candidate profiles to tailor counselling sessions according to their careerenhancement needs.3. Effectively convey the benefits and advantages of enrolling in our executive courses.Desired Candidate Profile:1. Bachelor's degree in any specialization. MBA is preferred.2. Keen interest in interacting with participants and addressing their educationalrequirements.3. Excellent command of the English language.4. Strong problem-solving skills.Working Days:- Mandatory work from the office role from day one.- 5 days working with rotational week offs.- Working hours: 10:00 AM to 7:00 PM, rotational shifts. https://uptopcareers.com/Looking for candidates for this 2 rounds would be thereThe last round would be a walk-in interview - Gurgaon sector - 27 kindly share your resume on praveshdubey897@gmail.com 



…see more"
2024-05-10,"Job Title: Sales ManagerLocation: BangaloreCTC Offer: upto 12 LPAJob Summary:We are seeking a full-time, competitive, and highly motivated Sales Manager. The ideal candidate will be responsible for developing and implementing aggressive sales strategies to grow our sales territory in the Southern India region. If you have a proven track record in sales, strong communication skills, and thrive in a competitive environment, we want to hear from you. We offer a competitive base salary along with a robust commission plan.Requirements:Bachelor's degree in any field.Proven track record of sales experience, with a minimum of 5 years.Must possess a valid driver’s license and have access to a reliable vehicle.Excellent communication, negotiation, customer service, and interpersonal skills.Benefits:Sales commission is calculated and paid quarterly as a percentage of sales above a certain threshold.If you are driven by results and ready to take on this exciting opportunity, please apply today! We encourage candidates from all backgrounds to apply.To apply, kindly send your resume to corporate@brin.co.in with the subject line ""Sales Manager profile for Bengaluru.""#HIRING#SALESMANAGER#Bengaluru#



…see more"
2024-05-10,"Hi Recruiters, (❌ Not for Bench Sales ❌)Hope you are doing great!!! Please review the #HOTLIST and inform me if there are any new requirements available on a #C2C basis. #HOTLIST #c2chotlist1. #FullStack Java DeveloperExp – 10+ yrsVisa Status – H1B 2. #Java Fullstack DeveloperExp – 9+ yrsVisa Status – H1BPP No - Yes 3. #Bigdata EngineerExp – 10 yrsVisa Status – GC 4. #Power BI DeveloperExp – 9 yrsVisa Status – H4 EAD (Only Remote/Initial remote)PP No - Yes Thanks & Regards, Syam Prasad K, Sr. Bench Sales Recruiter, Desk: +1 (720) 316-0196Direct: +1 (302) 775-7703Email: sam@aatechgroup.comAA TECH GROUP LLC



…see more"
2024-05-10,"Hi Everyone,Greetings!!!We have an opening for Salesforce Developers with 5+ years of experience.Position : Full Time- PermanentLocation : ChennaiRequired Skills :- Minimum of 5 years of experience working as a Salesforce Developer- At least 2 projects end to end implementation experience- Must have experience in independently communicating with clients and requirement gathering.- Good knowledge of Salesforce configuration and customization- Excellent Salesforce programming skills (Apex and Visualforce)- Understand of Best Practices and SFDC Coding Standards- Strong understanding of Salesforce data model, security model, and architecture- Experience in data migration using Data Loader- Good hands on experience in building lightning components, LWC.- Should have expertise is sales cloud/service could/Experience Cloud.- Experience with Agile methodologies and tools- Experience with CI/CD tools (GitHub, Salesforce CLI, etc.) for Salesforce- Should have exposure to working on HTML5, CSS3, JavaScript and jQuery.- Experience with Salesforce integration using REST and SOAP APIs- Salesforce PD I/II certification is must.If interested, kindly share your resume to agalya.r@geval6.com#sfdc #salesforcedeveloper #indiajobs #jobopportunity #fulltimejobs #workfromoffice #immediatehiring 



…see more"
2024-05-10,"Join Our Team as a Sales Engineer! 💥 Are you a dynamic and driven individual with a passion for sales? We're looking for a Sales Engineer to join our team in Ahmedabad.Requirements:➡ 1-4 years of experience in sales.➡ Experience in software, ERP/CRM/CAD/CAM/CAE/PLM sales, or related fields.➡ Excellent communication and negotiation skills.➡ Ability to work independently and as part of a team.➡ Strong problem-solving skills and attention to detail.Responsibilities:➡ Identify and engage with potential clients to promote our products and services.➡ Understand customer needs and recommend appropriate solutions.➡ Build and maintain strong relationships with clients.➡ Achieve sales targets and objectives.If you're ready to take the next step in your sales career, we want to hear from you! Apply now or send your resume to hr@bluechipinfocorp.com #hiring #salesengineer #salesjobs #ahmedabadjobs #softwaresales #ERP #CRM #CAD #CAM #CAE #PLM #SalesOpportunity #gujaratjobs #jobsdaily 



…see more"
2024-05-10,"Hello,We are hiring – Back End Sales Support Job Description: * Creating an error-free database for sales and marketing.* Providing quality leads to sales* Understand customers' requirements and product range to offer a suitable solution for sales inquiries.* Preparing quotations and sending them to customers and taking follow-up.* Preparation of Technical data sheet, sales order, Non-commercial order & short supply* Cross-functional work with Purchase, Design, Production, Stores, and Financeto ensure timely delivery of Packaging Machines to the customer.* Coordinating and providing support to the Sales and ServiceEducation: Diploma, BE – Mechanical, Electrical Experience: 0 to 3 years Location: Sanswadi, PuneFacility: Transport, Canteen, Health Insurance  If anyone is interested, please apply at pallavi.pawar@rovemaindia.in



…see more"
